None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
90,UAL,ART,2023-06-30,2023-07-20,2023-06-30,2023-07-20,103000000,73341000000,70021000000.0,23306000000.0,50035000000.0,0.727,23.492,-7052000000.0,19414000000,19414000000,21061000000.0,2666000000.0,0.911,8.519,37344000000,4411000000.0,32933000000.0,37344000000,7024000000,2456000000.0,0,0.0,0.0,5327000000.0,7783000000.0,0.153,7783000000.0,5327000000.0,3414000000.0,8.16,8.07,8.16,7705000000,6541750000.0,7705000000,36483811912.0,7.0,4.688,1788000000.0,5.452,1.0,29823000000.0,0.586,7271000000,1913000000.0,58425000000,59339250000.0,1290000000,1403000000,0.0,1403000000.0,65636000000,25575000000.0,40061000000.0,18553811912.0,-7251000000.0,0.0,0.0,-2715000000.0,0.0,-2749000000.0,-13342000000.0,-6235000000.0,8840000000.0,0.0,2666000000.0,2666000000.0,2666000000.0,0.0,0.0,0.052,25514000000.0,4309000000.0,4172000000,0.0,2.408,6.959,6.933,41123000000,0.0,56.57,0.365,0.365,2004000000,2095000000.0,50884000000.0,50884000000.0,0.0,0.038,0.408,0.09,0.105,0.0,14681000000.0,1.0,327979705,327979705,,155.144,66070000000,0,748000000.0,133000000,201.445,-2269000000.0,0.4764519572542706,0.0,0.41527854419051524,0.14424606681986918,0.049008036888050714,0.0963761711154322,1.4818903862133965
92,TYL,ART,2023-06-30,2023-07-26,2023-06-30,2023-07-26,-785000,4635549000,4638493500.0,856880000.0,3778669000.0,0.41,65.788,-46054000.0,118764000,118764000,1080534000.0,164315000.0,1.003,0.675,924938000,41381000.0,883557000.0,924938000,567004000,173388000.0,0,0.0,0.0,211509000.0,384897000.0,0.202,384897000.0,211509000.0,180077000.0,3.93,3.87,3.93,2768251000,2656517750.0,2768251000,17991838212.0,85.0,46.745,260706000.0,6.196,1.0,821010000.0,0.432,3499302000,31432000.0,1088204000,1131005250.0,0,29216000,19100000.0,10116000.0,1867298000,854217000.0,1013081000.0,17185664212.0,-134298000.0,-48483000.0,21586000.0,-400000000.0,0.0,-378414000.0,-62644000.0,31586000.0,306760000.0,0.0,164315000.0,164315000.0,164315000.0,0.0,0.0,0.086,612532000.0,208478000.0,118534000,0.0,6.208,104.59,103.924,212545000,0.0,408.42,9.038,9.038,647036000,1517859000.0,1901544000.0,1901544000.0,112997000.0,0.035,0.062,0.187,0.111,105830000.0,429717000.0,1.0,42078410,42078410,,45.19,1136247000,0,15762000.0,111152000,27.003,2663000.0,0.01784976106921738,0.0,0.16107908113711725,0.009622447480534743,0.014490237013476319,0.015170657656334165,-0.45897334811969237
94,TXT,ART,2023-06-30,2023-07-27,2023-07-01,2023-07-27,-574000000,16485000000,16281750000.0,7585000000.0,8900000000.0,0.808,35.513,-381000000.0,1750000000,1750000000,11044000000.0,905000000.0,1.722,1.344,3536000000,357000000.0,3179000000.0,3536000000,0,399000000.0,0,0.001,0.08,1158000000.0,1557000000.0,0.118,1557000000.0,1158000000.0,1077000000.0,4.39,4.35,4.39,7034000000,6979250000.0,7034000000,16942361394.0,15.0,10.881,953000000.0,4.811,1.0,2118000000.0,0.161,2291000000,81000000.0,11576000000,11687500000.0,4108000000,574000000,0.0,574000000.0,9451000000,4404000000.0,5047000000.0,15156361394.0,-91000000.0,-4000000.0,-1035000000.0,-44000000.0,-16000000.0,-1099000000.0,-329000000.0,18000000.0,1334000000.0,3000000.0,905000000.0,905000000.0,905000000.0,0.0,0.0,0.069,960000000.0,1158000000.0,1227000000,0.018,2.155,16.747,17.431,2487000000,0.0,76.52,1.152,1.152,953000000,6349000000.0,13162000000.0,13162000000.0,0.0,0.056,0.13,0.099,0.088,0.0,1197000000.0,1.0,198070588,198070588,,66.451,14194000000,0,172000000.0,0,71.661,3181000000.0,0.08801584795464795,0.001045478306325144,0.4640955581056924,0.057370622059592265,0.056249537938524746,0.06287245164662833,0.22941031646969565
96,TXN,ART,2023-06-30,2023-07-26,2023-06-30,2023-07-26,-246000000,30939000000,28355750000.0,15514000000.0,15425000000.0,0.664,17.555,-4185000000.0,3439000000,3439000000,6344000000.0,7687000000.0,5.723,0.941,11219000000,299000000.0,10920000000.0,11219000000,0,1106000000.0,0,0.026,4.87,9043000000.0,10149000000.0,0.539,10149000000.0,9043000000.0,8773000000.0,8.42,8.33,8.42,15940000000,15066750000.0,15940000000,176734374128.0,20.0,17.414,3182000000.0,3.504,1.0,12477000000.0,0.663,4505000000,270000000.0,31503000000,26987250000.0,3729000000,6113000000,6113000000.0,0.0,14999000000,2711000000.0,12288000000.0,168954374128.0,-363000000.0,0.0,-1748000000.0,3994000000.0,-4424000000.0,-2233000000.0,-5497000000.0,-1320000000.0,7367000000.0,0.0,7687000000.0,7687000000.0,7687000000.0,0.0,0.0,0.408,3717000000.0,8760000000.0,923000000,0.578,10.599,21.979,22.1,8525000000,0.0,186.08,8.977,8.977,1956000000,51522000000.0,18821000000.0,18821000000.0,1797000000.0,0.271,0.51,0.335,0.48,345000000.0,1795000000.0,1.0,907966327,908000000,916000000.0,20.728,26434000000,537000000,1086000000.0,190000000,29.112,12803000000.0,0.04360348785299133,0.026171539122957867,0.09434499747206214,0.0452493551160791,0.018004420564476237,0.01883061049011178,0.054658459846855495
98,TTWO,ART,2023-06-30,2023-08-09,2023-06-30,2023-08-09,-86400000,15525300000,16440425000.0,2255000000.0,13270300000.0,0.336,52.642,-193200000.0,1260700000,1260700000,3234300000.0,-1226700000.0,0.824,0.737,3492100000,432700000.0,3059400000.0,3492100000,1027000000,611400000.0,0,0.0,0.0,-1322700000.0,-711300000.0,-0.129,-711300000.0,-1322700000.0,-1460700000.0,-7.43,-7.43,-7.43,8940200000,9241650000.0,8940200000,25905809199.0,-20.0,-36.42,-287900000.0,-1.695,1.0,2297900000.0,0.415,12199400000,138000000.0,2819300000,2621200000.0,0,109200000,109200000.0,0.0,6585100000,2738000000.0,3847100000.0,23674409199.0,-230500000.0,-184400000.0,72800000.0,-197600000.0,0.0,-107500000.0,-30900000.0,357400000.0,-94700000.0,2600000.0,-1226700000.0,-1226700000.0,-1226700000.0,0.0,0.0,-0.222,3630000000.0,-1332100000.0,127500000,0.0,2.648,-19.299,-18.762,697600000,0.0,139.4,4.279,4.279,622200000,958300000.0,5532200000.0,5532200000.0,962700000.0,-0.075,-0.133,-0.505,-0.239,352600000.0,2525700000.0,1.0,169830769,169830769,,32.575,3325900000,38100000,-234000000.0,422000000,19.584,-483000000.0,-0.004000099821033764,0.0,0.377631387750856,-0.053299856527977044,-0.011113337467609903,-0.012159253945480631,-1.3661218747313217
100,TT,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-743400000,18906500000,18156325000.0,6675000000.0,12231500000.0,0.926,27.391,-272200000.0,663600000,663600000,11436000000.0,1898200000.0,1.193,2.018,5026800000,550200000.0,4476600000.0,5026800000,0,334700000.0,0,0.014,2.84,2532200000.0,2866900000.0,0.17,2866900000.0,2532200000.0,2301300000.0,8.18,8.11,8.18,6258800000,6060450000.0,6258800000,51198449587.0,20.0,17.858,1530800000.0,6.699,1.0,5380200000.0,0.32,9136400000,230900000.0,8540100000,7893075000.0,2355800000,0,0.0,0.0,12629300000,5593200000.0,7036100000.0,46835249587.0,-426600000.0,-631300000.0,-798600000.0,370400000.0,-650700000.0,-1287000000.0,-928700000.0,0.0,1803000000.0,-13900000.0,1880300000.0,1880300000.0,1880300000.0,18900000.0,17900000.0,0.112,2741200000.0,2639000000.0,2176900000,0.347,7.483,24.908,25.068,1654700000,0.0,205.06,2.785,2.786,3199800000,8445400000.0,16816200000.0,16816200000.0,0.0,0.104,0.31,0.321,0.151,61500000.0,2717900000.0,1.0,228397784,228500000,,73.594,9770100000,0,421000000.0,693600000,42.758,1081800000.0,0.0384966454945605,0.013849604993660392,0.13363438980663075,0.03989076367892324,0.02989934289706873,0.032668487272017946,-0.022596154451312283
102,TSN,ART,2023-06-30,2023-08-10,2023-07-01,2023-08-10,-229000000,36761000000,36764000000.0,8883000000.0,27878000000.0,1.449,53.048,-2128000000.0,699000000,699000000,49791000000.0,331000000.0,1.795,0.951,9320000000,457000000.0,8863000000.0,9320000000,0,1253000000.0,0,0.035,1.9,898000000.0,2151000000.0,0.04,2151000000.0,898000000.0,553000000.0,0.99,0.92,0.99,18779000000,19378750000.0,18779000000,27732368329.0,31.0,12.893,98000000.0,0.277,1.0,3479000000.0,0.065,16366000000,345000000.0,24068000000,22931750000.0,5391000000,0,0.0,0.0,17851000000,4948000000.0,12903000000.0,19111368329.0,-357000000.0,-262000000.0,-341000000.0,923000000.0,-665000000.0,-94000000.0,-2482000000.0,-131000000.0,2226000000.0,-7000000.0,340000000.0,340000000.0,340000000.0,0.0,-9000000.0,0.006,2645000000.0,834000000.0,2421000000,1.919,1.018,56.21,54.293,9612000000,0.0,53.75,0.359,0.357,2451000000,19378000000.0,53270000000.0,53270000000.0,0.0,0.009,0.018,0.039,0.017,93000000.0,2197000000.0,1.0,355560341,354000000,354000000.0,150.48,20395000000,0,213000000.0,2441000000,57.613,3935000000.0,0.11647517653784213,0.035348837209302326,0.9826088680162343,0.018418604651162792,0.0035337768068484966,0.005153488372093023,-0.33215947594965645
104,TSLA,ART,2023-06-30,2023-07-24,2023-06-30,2023-07-24,-410000000,90591000000,83547000000.0,43875000000.0,46716000000.0,1.125,16.124,-7794000000.0,15296000000,15296000000,73825000000.0,12191000000.0,1.59,0.751,2331000000,1459000000.0,872000000.0,2331000000,5197000000,4145000000.0,1026000000,0.0,0.0,13503000000.0,17648000000.0,0.188,17648000000.0,13503000000.0,13360000000.0,3.88,3.53,3.88,51130000000,45934750000.0,51130000000,841029951291.0,62.0,47.656,6162000000.0,1.943,1.0,20203000000.0,0.215,465000000,143000000.0,49569000000,42669500000.0,14356000000,7963000000,7779000000.0,184000000.0,38409000000,27592000000.0,10817000000.0,853994951291.0,-3008000000.0,-76000000.0,590000000.0,-2174000000.0,0.0,-1768000000.0,-14940000000.0,-7146000000.0,13956000000.0,-256000000.0,12195000000.0,12195000000.0,12195000000.0,0.0,-4000000.0,0.13,7551000000.0,12652000000.0,15273000000,0.0,16.702,70.028,69.345,41041000000,0.0,269.06,9.082,9.074,3447000000,18101000000.0,94028000000.0,94028000000.0,3257000000.0,0.146,0.265,0.316,0.144,1644000000.0,4260000000.0,1.0,3173994467,3171000000,3171000000.0,29.652,90126000000,0,1165000000.0,0,28.422,16283000000.0,0.016342016986051797,0.0,0.05987154833023993,0.014420575336356203,0.0073267307431099105,0.007221437597561883,-0.38979891651728543
106,TSCO,ART,2023-06-30,2023-08-10,2023-07-01,2023-08-10,10216000,9032823000,8570839000.0,3577274000.0,5455549000.0,1.722,19.074,-856020000.0,620031000,620031000,9546982000.0,1109329000.0,1.599,3.328,4843970000,320590000.0,4523380000.0,4843970000,0,381568000.0,0,0.018,3.9,1469394000.0,1850962000.0,0.125,1850962000.0,1469394000.0,1427904000.0,10.08,10.02,10.08,2087152000,1996314750.0,2087152000,28408663820.0,19.0,15.348,657675000.0,6.01,1.0,5214117000.0,0.353,267088000,41490000.0,10752210000,10262112250.0,2660052000,0,0.0,0.0,6945671000,2237464000.0,4708207000.0,24184724820.0,89209000.0,-317091000.0,-557575000.0,745664000.0,-429735000.0,-251375000.0,-1173111000.0,0.0,1513695000.0,0.0,1109329000.0,1109329000.0,1109329000.0,0.0,0.0,0.075,3744723000.0,1469394000.0,1272232000,0.387,11.587,21.801,22.051,5143268000,0.0,222.27,1.638,1.648,0,6002453000.0,14761099000.0,14761099000.0,0.0,0.129,0.556,0.143,0.1,59161000.0,3363155000.0,1.0,108807868,109426000,110041000.0,134.896,8765735000,0,318575000.0,173351000,80.107,1339810000.0,0.06258888663261623,0.01754622756107437,0.08630042373994644,0.04535024969631529,0.02315050803399595,0.0270391865748864,0.05611305327356754
108,TRV,ART,2023-06-30,2023-07-20,2023-06-30,2023-07-20,-6009000000,120573000000,117239750000.0,,,0.33,95.146,0.0,605000000,605000000,25198000000.0,2234000000.0,,4.517,8031000000,,,8031000000,0,0.0,0,0.022,3.79,2751000000.0,2751000000.0,0.071,2751000000.0,2751000000.0,2395000000.0,9.5,9.38,9.5,21855000000,21593250000.0,21855000000,46474403464.0,17.0,16.894,6385000000.0,27.797,1.0,13543000000.0,0.35,4258000000,356000000.0,123741000000,119742750000.0,0,82973000000,,,98718000000,,,39048403464.0,-105000000.0,0.0,-1675000000.0,738000000.0,-886000000.0,-1823000000.0,-4673000000.0,-3996000000.0,6385000000.0,6000000.0,2234000000.0,2234000000.0,2234000000.0,0.0,0.0,0.058,10792000000.0,2751000000.0,4195000000,0.399,1.787,17.479,17.954,0,0.0,170.56,1.008,1.011,21897000000,44026000000.0,38741000000.0,38741000000.0,0.0,0.019,0.103,0.023,0.071,0.0,4971000000.0,1.0,228942328,229700000,229700000.0,168.659,116315000000,1846000000,161000000.0,0,506.378,,0.163515007876994,0.02222091932457786,0.5596899760613475,0.055698874296435275,0.13738745468666314,0.16297490619136962,0.20530879088015266
110,TROW,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-47800000,12621400000,12103625000.0,,,0.517,41.302,-247200000.0,2249700000,2249700000,2856700000.0,1570300000.0,,0.234,323400000,,,323400000,0,234400000.0,0,0.038,4.84,2117900000.0,2352300000.0,0.376,2352300000.0,2117900000.0,2117900000.0,6.73,6.71,6.73,9263800000,9014050000.0,9263800000,26512075602.0,13.0,11.271,1291700000.0,5.759,1.0,3403500000.0,0.544,3220200000,0.0,7474900000,7005475000.0,0,2718400000,,,2170300000,,,28438375602.0,139000000.0,13500000.0,-421700000.0,0.0,-1113600000.0,-1265900000.0,-151700000.0,118300000.0,1538900000.0,17700000.0,1548300000.0,1548300000.0,1548300000.0,0.0,22000000.0,0.247,1792100000.0,1611400000.0,381300000,0.719,3.07,18.367,18.84,1032800000,0.0,126.79,4.543,4.543,761400000,8746200000.0,6260200000.0,6260200000.0,0.0,0.128,0.172,0.302,0.338,277900000.0,567200000.0,1.0,224295099,224295099,,27.911,9401200000,0,569600000.0,42400000,41.914,,0.054113498658895726,0.03817335752030917,0.32574997002812284,0.05307989589084313,0.04872119480160798,0.04542156321476457,0.16755107619857962
112,TRMB,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-194200000,9556300000,7978975000.0,1462200000.0,8094100000.0,0.458,17.458,-33800000.0,237300000,237300000,1466600000.0,344800000.0,1.124,1.206,3300600000,4300000.0,3296300000.0,3300600000,745600000,201600000.0,0,0.0,0.0,533300000.0,734900000.0,0.201,734900000.0,533300000.0,427100000.0,1.4,1.39,1.4,4331300000,4117875000.0,4331300000,16912199369.0,32.0,23.013,506700000.0,2.042,1.0,2183800000.0,0.598,6963300000,106200000.0,4355200000,3091750000.0,371400000,0,0.0,0.0,5225000000,1301100000.0,3923900000.0,13848899369.0,-112800000.0,-2439900000.0,-91500000.0,1902700000.0,0.0,1798300000.0,-2448800000.0,0.0,540500000.0,-2800000.0,344800000.0,344800000.0,344800000.0,0.0,0.0,0.094,1734100000.0,449700000.0,180200000,0.0,3.197,40.165,39.836,347100000,0.0,55.77,3.794,3.79,664100000,2381100000.0,3650400000.0,3650400000.0,595800000.0,0.043,0.084,0.172,0.146,133000000.0,1039300000.0,1.0,248321667,248100000,249000000.0,14.713,2593000000,426100000,82300000.0,375600000,10.451,161100000.0,0.03902837226255536,0.0,0.3127540958016763,0.025103102026178947,0.02996062126187912,0.036614667383898146,-0.23578932484926246
114,TRGP,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,130800000,19461800000,19359300000.0,1728800000.0,17733000000.0,0.921,11.858,-1965900000.0,169400000,169400000,13762800000.0,1617900000.0,0.745,5.578,12398800000,586000000.0,11812800000.0,12398800000,0,1273900000.0,0,0.021,1.7,2171900000.0,3445800000.0,0.193,3445800000.0,2171900000.0,1565900000.0,3.73,3.69,3.73,2675200000,2569025000.0,2675200000,30531301954.0,14.0,8.86,877800000.0,3.891,1.0,4076300000.0,0.229,2542600000,606000000.0,26828000000,25488150000.0,312300000,131800000,0.0,131800000.0,14921600000,2320600000.0,12601000000.0,18301901954.0,15400000.0,-3504600000.0,-349200000.0,4689100000.0,-361500000.0,2644400000.0,-5472700000.0,0.0,2843700000.0,0.0,1337400000.0,846600000.0,846600000.0,0.0,280500000.0,0.047,1609100000.0,2467200000.0,1173300000,0.456,6.841,21.618,21.933,14890400000,490800000.0,81.81,1.026,1.035,988100000,199500000.0,17839100000.0,17839100000.0,0.0,0.044,0.33,0.085,0.122,60200000.0,335000000.0,1.0,223712284,225600000,226800000.0,79.074,16919200000,0,228500000.0,405100000,74.996,-591800000.0,0.1553772939636195,0.020779855763354112,0.14617060055964937,0.04559344823371226,0.02875082108593134,0.04756142280894756,0.059619237580549024
116,TPR,ART,2023-06-30,2023-08-17,2023-07-01,2023-08-17,-189900000,7116800000,7109725000.0,2363500000.0,4753300000.0,0.937,9.635,-184200000.0,726100000,726100000,1946000000.0,936000000.0,1.837,2.124,3292000000,322500000.0,2969500000.0,3292000000,0,182200000.0,0,0.035,1.2,1170700000.0,1352900000.0,0.203,1352900000.0,1170700000.0,1143100000.0,3.96,3.88,3.96,2277800000,2277450000.0,2277800000,10435297185.0,9.0,7.713,791000000.0,3.346,1.0,4714900000.0,0.708,2587600000,27600000.0,5808600000,5842325000.0,919500000,15400000,15400000.0,0.0,4839000000,1286500000.0,3552500000.0,7869397185.0,-63700000.0,0.0,-664700000.0,-31200000.0,-283300000.0,-1035900000.0,5700000.0,189900000.0,975200000.0,-8700000.0,936000000.0,936000000.0,936000000.0,0.0,0.0,0.141,3542500000.0,1172400000.0,416900000,0.303,3.455,8.407,8.737,1943200000,0.0,34.6,1.181,1.228,211500000,-1216800000.0,6660900000.0,6660900000.0,0.0,0.132,0.411,0.2,0.176,78800000.0,3542500000.0,1.0,227439225,236400000,241300000.0,28.176,4529200000,271500000,207100000.0,283500000,19.159,1077000000.0,0.12392308801731934,0.03468208092485549,0.289450379292299,0.11445086705202312,0.07580042867748955,0.09670520231213872,1.052334094602644
118,TMUS,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-957000000,210602000000,211403000000.0,20237000000.0,190365000000.0,0.372,55.11,-12790000000.0,6647000000,6647000000,32018000000.0,6146000000.0,0.824,2.203,112688000000,12240000000.0,100448000000.0,112688000000,810000000,12888000000.0,0,0.0,0.0,11232000000.0,24120000000.0,0.307,24120000000.0,11232000000.0,7887000000.0,5.04,5.02,5.04,65750000000,68120250000.0,65750000000,270603837193.0,24.0,11.219,4343000000.0,3.64,1.0,46560000000.0,0.593,111155000000,3345000000.0,180919000000,179616000000.0,1373000000,6745000000,4779000000.0,1966000000.0,144852000000,24569000000.0,120283000000.0,164562837193.0,3582000000.0,0.0,-11210000000.0,6021000000.0,0.0,-5628000000.0,-7923000000.0,5184000000.0,17133000000.0,0.0,6146000000.0,6146000000.0,6146000000.0,0.0,0.0,0.078,35381000000.0,11179000000.0,9872000000,0.0,2.503,26.776,27.754,73060000000,0.0,139.88,2.094,2.124,4592000000,3938000000.0,78578000000.0,78578000000.0,0.0,0.029,0.09,0.063,0.143,644000000.0,21392000000.0,1.0,1176457229,1193078891,1195533499.0,65.862,99447000000,0,1741000000.0,12226000000,83.353,-4332000000.0,0.10411220596486401,0.0,0.3995434274318455,0.03603088361452674,0.016049292002103012,0.026022304832713755,-0.07824390239203013
120,TMO,ART,2023-06-30,2023-08-04,2023-07-01,2023-08-04,-2924000000,94105000000,94113250000.0,19995000000.0,74110000000.0,0.462,113.347,-1819000000.0,3133000000,3133000000,26225000000.0,5726000000.0,1.417,1.15,34008000000,4814000000.0,29194000000.0,34008000000,2590000000,3400000000.0,0,0.002,1.3,7091000000.0,10491000000.0,0.241,10491000000.0,7091000000.0,6023000000.0,14.72,14.63,14.72,43752000000,43384000000.0,43752000000,242622483459.0,34.0,23.127,5874000000.0,15.218,1.0,17299000000.0,0.397,60710000000,1068000000.0,50158000000,48605750000.0,5655000000,0,0.0,0.0,50303000000,14112000000.0,36191000000.0,211747483459.0,1248000000.0,-2750000000.0,-4051000000.0,2666000000.0,-487000000.0,-1809000000.0,-4655000000.0,0.0,7693000000.0,19000000.0,5721000000.0,5721000000.0,5721000000.0,0.0,5000000.0,0.131,10587000000.0,6712000000.0,2423000000,0.088,4.84,37.012,37.272,9292000000,0.0,548.64,4.865,4.866,8019000000,44289000000.0,43524000000.0,43524000000.0,1433000000.0,0.061,0.132,0.146,0.163,302000000.0,8771000000.0,1.0,385949773,386000000,388000000.0,112.756,33395000000,0,302000000.0,2842000000,86.516,5883000000.0,0.03633101028796676,0.0023694954797317002,0.20662347096309913,0.0268299795858851,0.024210452041608207,0.027737678623505395,-0.21089299502455974
122,TJX,ART,2023-06-30,2023-08-25,2023-07-29,2023-08-25,-551000000,28922000000,28595112500.0,12338000000.0,16584000000.0,1.791,5.756,-1583505000.0,4550000000,4550000000,36638237000.0,3981187000.0,1.196,3.377,12568000000,1618000000.0,10950000000.0,12568000000,0,916267000.0,0,0.014,1.255,5134343000.0,6050610000.0,0.118,6050610000.0,5134343000.0,5233135000.0,3.45,3.41,3.45,6608000000,6264670750.0,6608000000,109635234806.0,21.0,18.12,4580258000.0,3.99,1.0,14589281000.0,0.285,95000000,-98792000.0,26528000000,25991003500.0,6585000000,0,0.0,0.0,22314000000,10317000000.0,11997000000.0,101617234806.0,1018553000.0,0.0,-1636780000.0,-500000000.0,-1408787000.0,-3575113000.0,-1585617000.0,-2112000.0,6163763000.0,15520000.0,3981187000.0,3981187000.0,3981187000.0,0.0,0.0,0.078,9454557000.0,5134724000.0,4438000000,0.364,15.378,25.524,25.745,15572000000,0.0,88.82,1.984,1.99,548000000,6014000000.0,51227518000.0,51227518000.0,0.0,0.139,0.635,0.198,0.1,133814000.0,9454557000.0,1.0,1144080554,1148000000,1161000000.0,44.623,28827000000,297000000,1251948000.0,149000000,25.111,2021000000.0,0.06065666923300357,0.014129700517901373,0.06502833906684725,0.03884260301733844,0.04177724440600492,0.04492231479396533,-0.03770744789155722
124,TGT,ART,2023-06-30,2023-08-25,2023-07-29,2023-08-25,-425000000,53206000000,53576500000.0,16098000000.0,37108000000.0,2.016,25.975,-5820000000.0,1617000000,1617000000,79810000000.0,3373000000.0,0.833,3.438,18830000000,1106000000.0,17724000000.0,18830000000,0,2721000000.0,0,0.045,5.42,4770000000.0,7491000000.0,0.069,7491000000.0,4770000000.0,4228000000.0,7.33,7.28,7.33,11990000000,11461500000.0,11990000000,73431929461.0,15.0,9.803,1643000000.0,3.559,1.0,28198000000.0,0.261,0,542000000.0,51087000000,50793750000.0,12684000000,0,0.0,0.0,41216000000,19332000000.0,21884000000.0,56218929461.0,500000000.0,0.0,-5000000.0,958000000.0,-1990000000.0,-1156000000.0,-5807000000.0,13000000.0,7463000000.0,0.0,3373000000.0,3373000000.0,3373000000.0,0.0,0.0,0.031,23492000000.0,4706000000.0,12278000000,0.739,4.689,16.667,16.615,32947000000,0.0,121.79,0.521,0.521,0,5767000000.0,108008000000.0,108008000000.0,0.0,0.063,0.294,0.094,0.044,205000000.0,21103000000.0,1.0,461605464,461600000,462500000.0,233.986,53206000000,0,855000000.0,2334000000,115.264,-3234000000.0,0.1327488814097253,0.04450283274488874,0.21327336032461558,0.06018556531734953,0.022374463153288164,0.029222432055176942,0.2699932491675259
126,TFX,ART,2023-06-30,2023-08-03,2023-07-02,2023-08-03,0,6895725000,6874949250.0,1445799000.0,5449926000.0,0.422,89.719,-86119000.0,250816000,250816000,1303751000.0,368567000.0,2.603,0.636,1670403000,87500000.0,1582903000.0,1670403000,0,236277000.0,0,0.006,1.36,521427000.0,757704000.0,0.261,757704000.0,521427000.0,452901000.0,7.84,7.8,7.84,4215092000,4060618500.0,4215092000,12672799316.0,24.0,16.725,324607000.0,6.909,1.0,1595224000.0,0.55,4774077000,68526000.0,2985786000,3002177750.0,631555000,0,0.0,0.0,2680633000,555449000.0,2125184000.0,11253212316.0,-57305000.0,-163683000.0,630000.0,-159250000.0,-63838000.0,-228726000.0,-242597000.0,5736000.0,410726000.0,3292000.0,368567000.0,368567000.0,368567000.0,146000.0,0.0,0.127,1082161000.0,513063000.0,142081000,0.173,2.67,30.532,30.545,587824000,0.0,239.47,3.882,3.881,429309000,,2898975000.0,2898975000.0,161442000.0,0.054,0.091,0.174,0.18,28443000.0,899013000.0,1.0,46992159,46981000,47329000.0,61.705,2121648000,20207000,84334000.0,411831000,45.16,890350000.0,0.03649855600929373,0.005679208251555519,0.3745678906286087,0.03273896521484946,0.025614467009681792,0.028851213095586085,-0.12570336804651402
128,TFC,ART,2023-06-30,2023-07-31,2023-06-30,2023-07-31,-13374000000,554549000000,558149000000.0,,,0.04,47.81,-564000000.0,30010000000,30010000000,0.0,6179000000.0,,7.708,69205000000,,,69205000000,0,1306000000.0,406043000000,0.063,2.08,7517000000.0,8823000000.0,0.395,8823000000.0,7517000000.0,7517000000.0,4.36,4.33,4.36,63681000000,61855750000.0,63681000000,83443243351.0,11.0,9.457,10588000000.0,7.949,1.0,22334000000.0,1.0,30416000000,0.0,563328000000,571355000000.0,0,490670000000,,,490868000000,,,44248243351.0,6897000000.0,-4168000000.0,0.0,25719000000.0,-2764000000.0,5395000000.0,-9650000000.0,-5960000000.0,11152000000.0,0.0,6136000000.0,5790000000.0,5790000000.0,0.0,43000000.0,0.259,14735000000.0,7599000000.0,0,0.477,0.695,7.642,7.619,3453000000,346000000.0,33.22,1.981,1.981,0,27577000000.0,22334000000.0,22334000000.0,0.0,0.01,0.094,0.013,0.337,0.0,11614000000.0,1.0,1331976019,1331953000,1337307000.0,16.768,524133000000,0,1381000000.0,0,393.507,,0.25203260413157097,0.06261288380493679,1.4391757768743338,0.1312462372065021,0.1268886440027515,0.2392835641180012,1.2944723241161646
