None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
617,FI,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-900000000,77599000000,78414000000.0,21444000000.0,56155000000.0,0.235,48.734,-1615000000.0,1082000000,1082000000,7910000000.0,2562000000.0,1.102,1.558,23203000000,608000000.0,22595000000.0,23203000000,674000000,3146000000.0,0,0.0,0.0,3953000000.0,7099000000.0,0.385,7099000000.0,3953000000.0,3130000000.0,3.99,3.97,3.99,29991000000,30305500000.0,29991000000,97414536670.0,25.0,13.722,3206000000.0,5.21,1.0,10542000000.0,0.571,48888000000,823000000.0,31370000000,29701000000.0,0,2316000000,0.0,2316000000.0,46722000000,19462000000.0,27260000000.0,75293536670.0,-207000000.0,-74000000.0,-4072000000.0,1080000000.0,0.0,-3474000000.0,-1565000000.0,-13000000.0,4821000000.0,11000000.0,2509000000.0,2509000000.0,2509000000.0,0.0,53000000.0,0.136,6463000000.0,4079000000.0,3359000000,0.0,2.511,30.009,30.955,2023000000,0.0,123.51,4.081,4.119,3465000000,18622000000.0,18452000000.0,18452000000.0,0.0,0.032,0.083,0.133,0.214,367000000.0,6346000000.0,1.0,609614903,615400000,619200000.0,29.984,28711000000,0,621000000.0,3400000000,46.654,1982000000.0,0.06402940030735575,0.0,0.3983210422356164,0.03230507651202332,0.03291089923119582,0.04218281920492268,-0.1319587254064244
619,FFIV,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-21936000,5119156000,5176042250.0,1713784000.0,3405372000.0,0.542,44.309,-47309000.0,677498000,677498000,599806000.0,332160000.0,1.151,0.926,250077000,0.0,250077000.0,250077000,1791434000,150025000.0,0,0.0,0.0,410879000.0,560904000.0,0.2,560904000.0,410879000.0,410879000.0,5.52,5.49,5.52,2657503000,2608597250.0,2657503000,9031360404.0,22.0,16.101,570654000.0,9.515,1.0,2206422000.0,0.786,2288678000,0.0,913516000,960942750.0,46102000,18996000,13109000.0,5887000.0,2461653000,1489541000.0,972112000.0,9458781404.0,134471000.0,-35049000.0,-229685000.0,-355000000.0,0.0,-598172000.0,114680000.0,197038000.0,617963000.0,997000.0,332160000.0,332160000.0,332160000.0,0.0,0.0,0.118,1798065000.0,408357000.0,65499000,0.0,3.559,28.477,28.893,375343000,0.0,159.49,3.371,3.409,439518000,2646920000.0,2806228000.0,2806228000.0,550973000.0,0.064,0.127,0.428,0.146,242839000.0,1181704000.0,1.0,59306423,59977000,60314000.0,46.788,2830478000,271171000,78719000.0,3883000,47.193,224243000.0,0.06533220016467145,0.0,0.2809561704086084,0.034610320396263085,0.0631858296505648,0.0596589127845006,-0.09872410970027218
621,FE,ART,2023-06-30,2023-08-01,2023-06-30,2023-08-01,-15000000,47065000000,46125750000.0,2485000000.0,44580000000.0,0.279,18.342,-3027000000.0,214000000,214000000,8709000000.0,523000000.0,0.599,3.434,24008000000,1352000000.0,22656000000.0,24008000000,0,1280000000.0,223000000,0.04,1.56,3675000000.0,4955000000.0,0.384,4955000000.0,3675000000.0,2637000000.0,0.79,0.8,0.79,10510000000,10425750000.0,10510000000,46378744148.0,13.0,9.36,-1840000000.0,-3.211,1.0,4180000000.0,0.324,5618000000,1038000000.0,61092000000,58868500000.0,449000000,638000000,0.0,638000000.0,36094000000,4149000000.0,31945000000.0,22584744148.0,-318000000.0,0.0,0.0,2863000000.0,-893000000.0,1837000000.0,-3342000000.0,-11000000.0,1187000000.0,0.0,458000000.0,458000000.0,458000000.0,0.0,65000000.0,0.036,1097000000.0,3083000000.0,1200000000,1.975,2.149,49.312,49.861,37149000000,0.0,39.39,1.752,1.751,1461000000,-672000000.0,12889000000.0,12889000000.0,0.0,0.01,0.044,0.062,0.285,0.0,0.0,1.0,573362380,573000000,574000000.0,22.494,41447000000,361000000,2179000000.0,4996000000,72.333,-1664000000.0,0.05255760225670368,0.039603960396039604,0.46535838223922127,0.020055851739020056,-0.0396733467842153,-0.08151815181518152,-0.30855534531820367
623,FDX,ART,2023-06-30,2023-07-17,2023-05-31,2023-09-20,-1327000000,87143000000,86083750000.0,18610000000.0,68533000000.0,1.047,103.859,-6174000000.0,6856000000,6856000000,35794000000.0,3972000000.0,1.37,2.34,38332000000,2516000000.0,35816000000.0,38332000000,0,4176000000.0,0,0.018,4.71,6057000000.0,10233000000.0,0.114,10233000000.0,6057000000.0,5363000000.0,15.6,15.48,15.6,26088000000,25019000000.0,26088000000,95460926155.0,16.0,9.329,2674000000.0,10.645,1.0,54361000000.0,0.603,6435000000,694000000.0,98598000000,98039500000.0,604000000,0,0.0,0.0,61055000000,13586000000.0,47469000000.0,63984926155.0,-41000000.0,84000000.0,-1269000000.0,-152000000.0,-1177000000.0,-2597000000.0,-6174000000.0,-84000000.0,8848000000.0,-118000000.0,3972000000.0,3972000000.0,3972000000.0,0.0,0.0,0.044,49449000000.0,4912000000.0,3848000000,0.302,2.453,16.109,16.329,58045000000,0.0,254.73,0.71,0.71,10188000000,35259000000.0,90155000000.0,90155000000.0,0.0,0.046,0.159,0.062,0.067,182000000.0,31019000000.0,1.0,251187242,251187242,,358.916,80708000000,0,1391000000.0,4489000000,321.306,5024000000.0,0.13828256953155188,0.01849016605817925,0.4077210300564111,0.06124131433282299,0.028011460895091503,0.0417893455815962,0.2852139436247547
624,FDS,ART,2023-06-30,2023-07-03,2023-05-31,2023-07-03,-89344000,3997910000,3997707500.0,844309000.0,3153601000.0,0.513,43.598,-76627000.0,486627000,486627000,951481000.0,507476000.0,2.106,1.396,1904534000,29600000.0,1874934000.0,1904534000,155393000,144529000.0,0,0.009,3.65,651897000.0,796426000.0,0.389,796426000.0,651897000.0,593073000.0,13.27,13.03,13.27,1668833000,1520380750.0,1668833000,16701194050.0,26.0,20.97,564629000.0,14.751,1.0,1097527000.0,0.536,2841404000,58824000.0,2173473000,2312983000.0,0,32151000,32151000.0,0.0,2329077000,400940000.0,1928137000.0,15283287050.0,-40339000.0,0.0,667000.0,-437500000.0,-134977000.0,-586679000.0,-87716000.0,-11089000.0,641256000.0,-7200000.0,507476000.0,507476000.0,507476000.0,0.0,0.0,0.248,452204000.0,645323000.0,110282000,0.275,9.158,30.116,30.192,238694000,0.0,400.65,7.459,7.485,237794000,1477242000.0,2049008000.0,2049008000.0,0.0,0.127,0.334,0.282,0.318,59764000.0,449750000.0,1.0,38146230,38278000,38912000.0,53.53,1156506000,33607000,85597000.0,42516000,30.213,443369000.0,0.04195798965903739,0.009110195931611132,0.10919332958547029,0.03312117808561088,0.03380770250974959,0.03681767128416324,-0.12019301924370601
626,FCX,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-318000000,50907000000,50709000000.0,14057000000.0,36850000000.0,0.432,11.298,-3976000000.0,6683000000,6683000000,15582000000.0,3317000000.0,2.936,1.536,9495000000,37000000.0,9458000000.0,9495000000,0,1969000000.0,0,0.014,0.6,4616000000.0,6585000000.0,0.301,6585000000.0,4616000000.0,4017000000.0,1.47,1.46,1.47,16202000000,15692000000.0,16202000000,64530013742.0,14.0,9.8,574000000.0,0.4,1.0,6305000000.0,0.288,0,599000000.0,48931000000,47651000000.0,7051000000,0,0.0,0.0,24880000000,4788000000.0,20092000000.0,61718013742.0,-2809000000.0,-92000000.0,-109000000.0,-1578000000.0,-860000000.0,-3084000000.0,-4275000000.0,0.0,4550000000.0,0.0,2107000000.0,2107000000.0,2107000000.0,0.0,1210000000.0,0.096,802000000.0,5503000000.0,3642000000,0.408,3.809,29.292,29.286,33845000000,0.0,43.05,2.82,2.821,675000000,-2901000000.0,21887000000.0,21887000000.0,139000000.0,0.042,0.134,0.097,0.211,105000000.0,446000000.0,1.0,1433635627,1434000000,1442000000.0,15.263,50907000000,417000000,1910000000.0,4874000000,35.5,9269000000.0,0.07372239843978744,0.013937282229965157,0.26251654934537055,0.03414634146341464,0.008895085661920547,0.00929152148664344,-0.1054132767920457
628,FAST,ART,2023-06-30,2023-07-18,2023-06-30,2023-07-18,-56900000,4576800000,4582450000.0,3137000000.0,1439800000.0,1.58,5.92,-170700000.0,243600000,243600000,3937800000.0,1123300000.0,4.259,0.354,618400000,245100000.0,373300000.0,618400000,0,178200000.0,0,0.023,1.32,1501700000.0,1679900000.0,0.232,1679900000.0,1501700000.0,1485800000.0,1.97,1.97,1.97,3380800000,3243950000.0,3380800000,33100754469.0,22.0,19.704,1079700000.0,1.891,1.0,3302400000.0,0.456,0,15900000.0,4215000000,4267525000.0,1565400000,0,0.0,0.0,1196000000,736600000.0,459400000.0,32725954469.0,-4300000.0,0.0,-172600000.0,-155000000.0,-754100000.0,-1081700000.0,-171100000.0,0.0,1250400000.0,-1900000.0,1123300000.0,1123300000.0,1123300000.0,0.0,0.0,0.155,1802200000.0,1500200000.0,262000000,0.67,9.68,29.134,29.076,1274000000,0.0,57.28,4.52,4.518,1171600000,3412100000.0,7240200000.0,7240200000.0,0.0,0.245,0.346,0.352,0.207,8000000.0,1802200000.0,1.0,571333004,571100000,572900000.0,12.678,4576800000,14700000,362500000.0,84300000,8.014,2400400000.0,0.03820820569754366,0.023044692737430168,0.10330638341511163,0.03439245810055866,0.032618591851469016,0.03301326815642458,-0.10186502234908049
630,FANG,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-7000000,27587000000,26307000000.0,918000000.0,26669000000.0,0.316,86.232,-4612000000.0,21000000,21000000,1585000000.0,3630000000.0,0.432,0.731,6836000000,118000000.0,6718000000.0,6836000000,0,1536000000.0,0,0.061,9.09,4559000000.0,6095000000.0,0.733,6095000000.0,4559000000.0,4382000000.0,19.27,19.27,19.27,15554000000,14967500000.0,15554000000,33353442009.0,7.0,5.472,1692000000.0,9.381,1.0,6726000000.0,0.809,0,177000000.0,32279000000,30906250000.0,66000000,595000000,7000000.0,588000000.0,11375000000,2123000000.0,9252000000.0,26538442009.0,-38000000.0,0.0,-1580000000.0,1109000000.0,-1616000000.0,-2370000000.0,-3972000000.0,0.0,6304000000.0,0.0,3459000000.0,3459000000.0,3459000000.0,0.0,171000000.0,0.416,1831000000.0,4895000000.0,978000000,0.472,1.706,7.672,7.702,25145000000,0.0,148.41,3.193,3.221,687000000,1372000000.0,8311000000.0,8311000000.0,0.0,0.131,0.231,0.148,0.549,54000000.0,146000000.0,1.0,178818422,180373000,180373000.0,46.077,27587000000,180000000,923000000.0,2248000000,152.944,-1205000000.0,0.2375422037910937,0.061249241964827165,0.5860931849249161,0.12984300249309347,0.05072939697028677,0.06321002627855266,1.2742419412206696
632,F,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-8924000000,265991000000,256398500000.0,121712000000.0,144279000000.0,0.662,10.911,-7526000000.0,26406000000,26406000000,152535000000.0,4008000000.0,1.205,5.092,143236000000,49341000000.0,93895000000.0,143236000000,0,7643000000.0,0,0.106,1.4,5867000000.0,13510000000.0,0.08,13510000000.0,5867000000.0,4616000000.0,1.03,1.02,1.03,43677000000,42852500000.0,43677000000,169899511483.0,29.0,12.576,5299000000.0,1.324,1.0,17284000000.0,0.102,0,1251000000.0,281806000000,274058750000.0,17703000000,136779000000,58972000000.0,77807000000.0,222385000000,101015000000.0,121370000000.0,53069511483.0,6489000000.0,449000000.0,-484000000.0,14039000000.0,-4996000000.0,8290000000.0,-14646000000.0,-7049000000.0,12825000000.0,20000000.0,4136000000.0,4136000000.0,4136000000.0,0.0,-128000000.0,0.024,10645000000.0,6639000000.0,27749000000,1.359,1.215,12.831,12.874,38503000000,0.0,13.26,0.313,0.313,14482000000,31577000000.0,169819000000.0,169819000000.0,0.0,0.016,0.097,0.021,0.035,404000000.0,10645000000.0,1.0,4002225602,4003000000,4041000000.0,42.423,265991000000,15860000000,480000000.0,1721000000,66.448,20697000000.0,0.2416641804609091,0.10558069381598793,0.8230149247556434,0.07767722473604827,0.031189024345901154,0.09984917043740574,0.5221698552167657
634,EXR,ART,2023-06-30,2023-08-09,2023-06-30,2023-08-09,47065000,12365453000,12126556250.0,,,0.167,24.147,-1069852000.0,50644000,50644000,496903000.0,879795000.0,,2.559,7721081000,,,7721081000,0,310825000.0,0,0.056,7.25,1141794000.0,1452619000.0,0.719,1452619000.0,1141794000.0,846156000.0,6.13,6.13,6.13,3255778000,3254819750.0,3255778000,35161735440.0,31.0,24.206,157427000.0,1.168,1.0,1523153000.0,0.754,0,295638000.0,20035890000,19573851250.0,0,1638965000,,,8330046000,,,27491298440.0,-17253000.0,-213751000.0,0.0,1126499000.0,-840543000.0,191485000.0,-1436017000.0,-153460000.0,1227279000.0,0.0,823693000.0,823693000.0,823693000.0,0.0,56102000.0,0.408,446845000.0,1076308000.0,212416000,1.183,8.444,33.376,21.227,10237441000,0.0,130.12,13.609,8.685,0,-175941000.0,2020056000.0,2020056000.0,0.0,0.068,0.253,0.058,0.565,24038000.0,137843000.0,1.0,211276502,134832232,143529817.0,14.982,12365453000,0,22463000.0,0,91.71,,0.04464245305395623,0.055717798954810945,0.11842940074677681,0.047110359667998765,0.004477224972829726,0.008976329541961266,0.08148849355101047
636,EXPE,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-207000000,25676000000,23525500000.0,12813000000.0,12863000000.0,0.521,11.952,-803000000.0,8758000000,8758000000,1688000000.0,898000000.0,0.83,12.769,6549000000,0.0,6549000000.0,6549000000,185000000,789000000.0,0,0.0,0.0,1522000000.0,2311000000.0,0.188,2311000000.0,1522000000.0,1277000000.0,5.85,5.66,5.85,1759000000,2035500000.0,1759000000,11936788239.0,8.0,5.165,2321000000.0,15.771,1.0,10572000000.0,0.862,8330000000,245000000.0,-292000000,1410750000.0,0,1229000000,27000000.0,1202000000.0,22460000000,15429000000.0,7031000000.0,14145788239.0,434000000.0,4000000.0,-1543000000.0,-419000000.0,0.0,-1955000000.0,-720000000.0,27000000.0,3124000000.0,-15000000.0,899000000.0,899000000.0,899000000.0,0.0,-1000000.0,0.073,9375000000.0,1197000000.0,2841000000,0.0,8.042,15.735,16.867,2666000000,0.0,98.67,1.154,1.184,2903000000,-1169000000.0,12260000000.0,12260000000.0,1288000000.0,0.038,0.442,1.079,0.124,400000000.0,7240000000.0,1.0,143364632,147168000,151844000.0,83.306,17346000000,735000000,378000000.0,96000000,117.865,-2616000000.0,0.22084311932417583,0.0,0.12434796635442551,0.05928853754940711,0.19444091270856295,0.1598358163575555,0.2570608330578327
638,EXPD,ART,2023-06-30,2023-08-08,2023-06-30,2023-08-08,-198001000,4564040000,5523644250.0,3482546000.0,1081494000.0,2.288,16.99,-54861000.0,1698587000,1698587000,8758123000.0,1050690000.0,2.205,0.785,526791000,99962000.0,426829000.0,526791000,218561000,60876000.0,0,0.011,1.36,1454588000.0,1515464000.0,0.12,1515464000.0,1454588000.0,1428271000.0,6.77,6.71,6.77,2555932000,3073825500.0,2555932000,16475295040.0,11.0,10.871,1807080000.0,12.012,1.0,3877892000.0,0.307,7927000,26317000.0,1805210000,1947412750.0,0,0,0.0,0.0,2005936000,1579107000.0,426829000.0,17647091040.0,-278384000.0,0.0,-1846023000.0,-10190000.0,-206234000.0,-2083895000.0,-55915000.0,0.0,1861941000.0,-515000.0,1056296000.0,1056296000.0,1056296000.0,0.0,-5606000.0,0.084,2496797000.0,1381095000.0,815514000,0.201,6.904,16.707,17.625,1009497000,0.0,119.32,1.397,1.421,1423622000,2752461000.0,12636015000.0,12636015000.0,0.0,0.191,0.344,0.747,0.115,58359000.0,1914687000.0,1.0,147897176,150435000,151563000.0,83.997,4556113000,43550000,371975000.0,22936000,30.286,1903439000.0,0.1055097973813139,0.01139792155548106,0.14483588225428,0.056738183037210864,0.10968422693570166,0.10067046597385183,0.22029246650591527
640,EXC,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-630000000,98080000000,95952250000.0,7542000000.0,90538000000.0,0.207,25.205,-7325000000.0,834000000,834000000,12958000000.0,2120000000.0,0.95,2.911,42623000000,2741000000.0,39882000000.0,42623000000,0,3406000000.0,0,0.034,1.395,4000000000.0,7406000000.0,0.372,7406000000.0,4000000000.0,2412000000.0,2.12,2.12,2.12,25079000000,24867750000.0,25079000000,83090596592.0,21.0,11.219,-3934000000.0,-3.954,1.0,6934000000.0,0.349,6630000000,1588000000.0,125303000000,120288250000.0,710000000,238000000,0.0,238000000.0,73001000000,7936000000.0,65065000000.0,41301596592.0,-801000000.0,0.0,601000000.0,4016000000.0,-1388000000.0,3127000000.0,-7319000000.0,0.0,3391000000.0,0.0,2120000000.0,2120000000.0,2120000000.0,0.0,0.0,0.107,3404000000.0,3530000000.0,2511000000,0.658,1.647,19.482,19.575,71300000000,0.0,41.5,2.076,2.076,3030000000,4891000000.0,19892000000.0,19892000000.0,0.0,0.022,0.085,0.033,0.201,0.0,0.0,1.0,995219195,995000000,996000000.0,19.992,91450000000,0,292000000.0,11547000000,91.91,-394000000.0,0.08210336354543803,0.0336144578313253,0.6072162354338072,0.051084337349397595,-0.04734591110612831,-0.09527710843373495,0.13878118261053354
642,EW,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-255500000,9004000000,8646475000.0,3647000000.0,5357000000.0,0.654,10.505,-238200000.0,1042600000,1042600000,1184200000.0,1387900000.0,3.152,0.401,684500000,24300000.0,660200000.0,684500000,0,169100000.0,0,0.0,0.0,1623000000.0,1792100000.0,0.317,1792100000.0,1623000000.0,1605300000.0,2.27,2.26,2.27,6375700000,6094550000.0,6375700000,50548810962.0,31.0,28.206,702200000.0,1.157,1.0,4472900000.0,0.791,1730900000,17700000.0,5757800000,5716025000.0,980200000,1322900000,466700000.0,856200000.0,2557500000,1157200000.0,1400300000.0,50906910962.0,-155400000.0,-210300000.0,-1060600000.0,-100000.0,0.0,-1062800000.0,-36100000.0,469600000.0,940400000.0,3100000.0,1389500000.0,1389500000.0,1389500000.0,0.0,-1600000.0,0.246,2945300000.0,1527600000.0,1132900000,0.0,7.985,36.637,36.89,1747100000,0.0,83.74,8.999,8.984,816900000,8237600000.0,5657100000.0,5657100000.0,997300000.0,0.161,0.228,0.284,0.287,134500000.0,1693300000.0,1.0,607916300,606900000,610300000.0,9.321,7273100000,610700000,215800000.0,384900000,11.984,2489800000.0,0.01847293387536265,0.0,0.12524232721092052,0.027107714353952712,0.013891523591482258,0.013816575113446384,-0.20688890315902228
644,EVRG,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-31900000,30277100000,29675125000.0,1835300000.0,28441800000.0,0.197,41.438,-2154300000.0,31400000,31400000,3110500000.0,769700000.0,0.464,2.174,12904600000,2807500000.0,10097100000.0,12904600000,0,1001100000.0,0,0.042,2.41,1264200000.0,2265300000.0,0.388,2265300000.0,1264200000.0,794500000.0,3.29,3.3,3.29,9534900000,9529150000.0,9534900000,26035133424.0,21.0,11.493,-226100000.0,-0.983,1.0,2729200000.0,0.467,2336600000,469700000.0,36862100000,35904000000.0,729400000,0,0.0,0.0,20726400000,3951600000.0,16774800000.0,13161933424.0,9000000.0,-217900000.0,0.0,973100000.0,-553400000.0,411500000.0,-2330700000.0,-29900000.0,1928200000.0,0.0,757400000.0,757400000.0,757400000.0,0.0,12300000.0,0.13,1434700000.0,1294500000.0,369800000,0.733,1.38,17.378,17.416,22975900000,0.0,57.3,2.254,2.258,668100000,2337800000.0,5839700000.0,5839700000.0,0.0,0.026,0.079,0.035,0.216,19300000.0,0.0,1.0,229702154,230100000,230500000.0,25.379,27940500000,0,37100000.0,2458300000,121.428,-2116300000.0,0.14649823379930205,0.042059336823734736,0.7244300432802432,0.05741710296684119,-0.008684418716731982,-0.017155322862129146,0.23008042998811878
646,ETSY,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-04,-286624000,2568752000,2538641250.0,1413756000.0,1154996000.0,1.052,-3.76,-29998000.0,846853000,846853000,784267000.0,-717068000.0,2.809,-6.534,2388976000,4674000.0,2384302000.0,2388976000,14411000,93039000.0,0,0.0,0.0,-720274000.0,-627235000.0,-0.235,-627235000.0,-720274000.0,-734442000.0,-5.67,-5.79,-5.67,-464175000,-539469750.0,-464175000,11742427296.0,-16.0,-18.721,660218000.0,5.347,1.0,1887196000.0,0.706,612277000,14168000.0,2995379000,2902431500.0,0,309246000,235263000.0,73983000.0,3032927000,503219000.0,2529708000.0,10200304296.0,82638000.0,-6456000.0,-472707000.0,-8557000.0,0.0,-576081000.0,-46265000.0,-9811000.0,690216000.0,14768000.0,-717068000.0,-717068000.0,-717068000.0,0.0,0.0,-0.268,2626805000.0,-739609000.0,236144000,0.0,-21.975,-14.225,-14.624,243129000,0.0,82.92,3.818,3.832,243741000,-1135412000.0,2671463000.0,2671463000.0,458739000.0,-0.282,1.329,-0.248,-0.27,263224000.0,1054953000.0,1.0,123013800,123463325,141010561.0,21.638,1956475000,170477000,-17374000.0,28982000,15.847,910537000.0,0.06766621661185783,0.0,-0.04550599536349362,-0.06837916063675832,0.056225002153081245,0.06448383984563436,-1.5835196436172032
648,ETR,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-193019000,59717236000,59122749500.0,4692614000.0,55024622000.0,0.225,62.602,-4930940000.0,1194342000,1194342000,8833828000.0,1357847000.0,0.798,3.502,27279113000,2957432000.0,24321681000.0,27279113000,0,2193260000.0,434462000,0.043,4.22,2628291000.0,4821551000.0,0.362,4821551000.0,2628291000.0,1667836000.0,6.58,6.54,6.58,13237066000,12839659000.0,13237066000,46866626189.0,18.0,9.72,-1335441000.0,-6.316,1.0,4484372000.0,0.337,377172000,960455000.0,79543553000,78898421750.0,1498862000,0,0.0,0.0,46349691000,5881282000.0,40468409000.0,20781855189.0,614453000.0,16887000.0,861723000.0,1850598000.0,-883653000.0,1950300000.0,-4931346000.0,1006077000.0,3595499000.0,0.0,1357847000.0,1369242000.0,1369242000.0,0.0,0.0,0.103,1862753000.0,2621619000.0,1523747000,0.641,1.57,15.178,14.936,43275164000,-11395000.0,98.28,1.56,1.56,1429998000,10751778000.0,13318200000.0,13318200000.0,0.0,0.023,0.107,0.033,0.197,0.0,0.0,1.0,211455588,211449211,212201529.0,62.985,59340064000,69912000,309989000.0,6702672000,280.635,-1188668000.0,0.17301145481482932,0.042938542938542934,0.636953047724367,0.06695156695156695,-0.028494498294256126,-0.06426536426536426,0.36753844415437703
650,ETN,ART,2023-06-30,2023-08-01,2023-06-30,2023-08-01,-3760000000,36772000000,35416750000.0,10303000000.0,26469000000.0,0.622,45.006,-559000000.0,353000000,353000000,14437000000.0,2714000000.0,1.532,1.046,9782000000,496000000.0,9286000000.0,9782000000,0,941000000.0,0,0.015,3.34,3400000000.0,4341000000.0,0.197,4341000000.0,3400000000.0,3227000000.0,6.79,6.77,6.79,17953000000,17127000000.0,17953000000,96810000000.0,28.0,22.301,2777000000.0,6.962,1.0,7609000000.0,0.345,20199000000,173000000.0,19277000000,17902750000.0,3670000000,977000000,977000000.0,0.0,18784000000,6725000000.0,12059000000.0,87381000000.0,-10000000.0,-83000000.0,-100000000.0,-490000000.0,-1337000000.0,-1945000000.0,-1408000000.0,-734000000.0,3336000000.0,5000000.0,2710000000.0,2710000000.0,2710000000.0,0.0,5000000.0,0.123,4162000000.0,3447000000.0,3192000000,0.492,4.867,32.244,32.253,3861000000,0.0,219.0,3.964,3.963,4399000000,9156000000.0,22046000000.0,22046000000.0,698000000.0,0.077,0.158,0.19,0.154,0.0,3499000000.0,1.0,399000000,398900000,400700000.0,55.267,16573000000,354000000,517000000.0,531000000,41.547,3578000000.0,0.03817763587049816,0.015251141552511414,0.20545656378388893,0.031004566210045662,0.028685053196983782,0.031789954337899544,-0.15070813426663854
652,ESS,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,51385000,12245273000,12380570500.0,,,0.134,87.022,,69114000,69114000,520524000.0,560270000.0,,1.155,6008765000,,,6008765000,0,,0,0.038,9.02,738748000.0,,,,738748000.0,531159000.0,8.21,8.21,8.21,5585278000,5655965750.0,5585278000,21170990872.0,29.0,,,,1.0,1132871000.0,0.685,0,207589000.0,18184924000,18381381500.0,0,1374709000,,,6451913000,,,15231339872.0,,,,,,,,,,,531159000.0,531159000.0,531159000.0,0.0,29111000.0,0.321,607557000.0,525314000.0,195035000,1.099,2.727,28.676,28.905,10718293000,0.0,237.31,9.212,9.212,0,-1123594000.0,1653395000.0,1653395000.0,0.0,0.043,0.094,0.04,0.447,,60332000.0,1.0,64183304,64182555,64183675.0,25.761,12245273000,0,0.0,0,190.788,,,0.03800935485230289,0.36669643294267895,0.034596097930976365,,,-0.09892915445559276
654,ES,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-32103000,54539745000,53368809250.0,3721553000.0,50818192000.0,0.237,44.509,-3932283000.0,42182000,42182000,8499260000.0,1183668000.0,0.642,2.506,24822076000,2661209000.0,22160867000.0,24822076000,0,1243627000.0,0,0.039,2.625,2345767000.0,3589394000.0,0.283,3589394000.0,2345767000.0,1578972000.0,3.38,3.37,3.38,15554098000,15513950000.0,15554098000,48252424201.0,21.0,13.443,-1725532000.0,-4.938,1.0,4171110000.0,0.329,4522632000,766795000.0,69002431000,65967608000.0,405800000,2554678000,0.0,2554678000.0,38985647000,5794576000.0,33191071000.0,23472530201.0,21316000.0,-855497000.0,70776000.0,3405370000.0,-891061000.0,2543675000.0,-4729110000.0,37966000.0,2206751000.0,0.0,1176148000.0,1176148000.0,1176148000.0,0.0,7520000.0,0.093,1781345000.0,2389765000.0,1549972000,0.777,1.509,19.957,19.893,37578203000,0.0,67.24,1.853,1.855,1513414000,5562889000.0,12670370000.0,12670370000.0,0.0,0.022,0.076,0.036,0.185,0.0,0.0,1.0,349085815,349462359,349729982.0,36.257,50017113000,0,402824000.0,5275036000,143.126,-2073023000.0,0.09401419365970123,0.03903926234384295,0.6626511018116551,0.05026769779892921,-0.035760524545090926,-0.07343842950624628,0.12700772045504782
